,Episode End Value,action,Nepse Data,Stock price
1037,42930.0,2,1997.06,1071.0
1038,47142.0,0,2000.4,1175.0
1039,47142.0,0,2071.03,1292.0
1040,47142.0,0,2055.46,1285.0
1041,47142.0,0,1932.11,1157.0
1042,47142.0,0,2004.39,1219.0
1043,47142.0,0,1995.35,1206.0
1044,47142.0,0,1955.75,1170.0
1045,47142.0,0,1964.02,1180.0
1046,47142.0,0,2010.45,1189.0
1047,47142.0,0,2067.17,1209.0
1048,47142.0,0,2061.42,1180.0
1049,47142.0,0,2055.22,1171.0
1050,47142.0,0,2032.52,1150.0
1051,47142.0,0,1935.64,1050.0
1052,47142.0,0,1965.96,1087.0
1053,47142.0,0,2061.42,1169.0
1054,47142.0,1,2068.46,1150.0
1055,47142.0,0,2038.63,1111.0
1056,47142.0,0,1998.65,1083.0
1057,47142.0,0,2007.3,1083.0
1058,47142.0,0,2012.89,1110.0
1059,47142.0,0,2062.06,1182.0
1060,47142.0,0,2087.28,1208.0
1061,47142.0,0,2175.4,1302.0
1062,47142.0,0,2169.04,1291.0
1063,47142.0,0,2165.5,1275.0
1064,47142.0,0,2178.57,1288.0
1065,47142.0,0,2194.49,1268.0
1066,47142.0,0,2235.73,1255.0
1067,47142.0,0,2239.43,1238.0
1068,47142.0,0,2267.74,1253.0
1069,47142.0,0,2286.55,1263.0
1070,47142.0,0,2315.01,1359.0
1071,47142.0,0,2332.32,1354.0
1072,47142.0,2,2326.9,1340.0
1073,47422.0,2,2342.77,1332.0
1074,49312.0,2,2374.64,1340.0
1075,48997.0,2,2424.84,1394.0
1076,48122.0,2,2440.88,1385.0
1077,48507.0,2,2423.09,1360.0
1078,47702.0,2,2441.85,1371.0
1079,47457.0,2,2425.3,1348.0
1080,47737.0,2,2370.55,1341.0
1081,51132.0,2,2408.24,1349.0
1082,51237.0,2,2473.74,1446.0
1083,51272.0,2,2466.92,1449.0
1084,51307.0,2,2475.27,1450.0
1085,50817.0,2,2524.0,1451.0
1086,49872.0,2,2561.48,1437.0
1087,50082.0,2,2534.37,1410.0
1088,49872.0,2,2543.03,1416.0
1089,47737.0,0,2526.92,1410.0
1090,47737.0,2,2493.59,1349.0
1091,47597.0,2,2586.01,1358.0
1092,46792.0,2,2601.51,1354.0
1093,47632.0,2,2611.45,1331.0
1094,47527.0,2,2636.68,1355.0
1095,47282.0,2,2640.35,1352.0
1096,47317.0,2,2607.67,1345.0
1097,47527.0,2,2586.51,1346.0
1098,46722.0,2,2599.08,1352.0
1099,46722.0,2,2554.14,1329.0
